"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0009061","서울 강남구","(주)선진도곡주유소","서울 강남구 도곡로 162 (도곡동)","2021년 07월","S-OIL","일반","1901.90","1751.90","1551.90","0.00"
"A0009061","서울 강남구","(주)선진도곡주유소","서울 강남구 도곡로 162 (도곡동)","2021년 08월","S-OIL","일반","1903.84","1737.06","1537.06","0.00"
"A0009061","서울 강남구","(주)선진도곡주유소","서울 강남구 도곡로 162 (도곡동)","2021년 09월","S-OIL","일반","1899.00","1729.00","1529.00","0.00"
"A0009061","서울 강남구","(주)선진도곡주유소","서울 강남구 도곡로 162 (도곡동)","2021년 10월","S-OIL","일반","1944.94","1803.52","1603.52","0.00"
"A0009061","서울 강남구","(주)선진도곡주유소","서울 강남구 도곡로 162 (도곡동)","2021년 11월","S-OIL","일반","1965.67","1817.93","1638.33","0.00"
"A0009061","서울 강남구","(주)선진도곡주유소","서울 강남구 도곡로 162 (도곡동)","2021년 12월","S-OIL","일반","1875.97","1724.74","1564.55","0.00"
"A0001217","서울 강남구","(주)소모에너지 쎈트럴주유소","서울 강남구 삼성로 335","2021년 07월","GS칼텍스","일반","2267.65","2108.65","1898.65","0.00"
"A0001217","서울 강남구","(주)소모에너지 쎈트럴주유소","서울 강남구 삼성로 335","2021년 08월","GS칼텍스","일반","2277.00","2118.00","1908.00","0.00"
"A0001217","서울 강남구","(주)소모에너지 쎈트럴주유소","서울 강남구 삼성로 335","2021년 09월","GS칼텍스","일반","2282.00","2123.00","1913.00","0.00"
"A0001217","서울 강남구","(주)소모에너지 쎈트럴주유소","서울 강남구 삼성로 335","2021년 10월","GS칼텍스","일반","2356.68","2197.68","1952.84","1200.00"
"A0001217","서울 강남구","(주)소모에너지 쎈트럴주유소","서울 강남구 삼성로 335","2021년 11월","GS칼텍스","일반","2370.53","2211.53","1979.13","1283.33"
"A0001217","서울 강남구","(주)소모에너지 쎈트럴주유소","서울 강남구 삼성로 335","2021년 12월","GS칼텍스","일반","2273.00","2114.00","1912.00","1300.00"
"A0001213","서울 강남구","(주)중앙에너비스 수서지점","서울 강남구 광평로 202 (수서동)","2021년 07월","SK에너지","셀프","1898.97","1736.39","1518.32","0.00"
"A0001213","서울 강남구","(주)중앙에너비스 수서지점","서울 강남구 광평로 202 (수서동)","2021년 08월","SK에너지","셀프","1905.42","1753.16","1543.16","0.00"
"A0001213","서울 강남구","(주)중앙에너비스 수서지점","서울 강남구 광평로 202 (수서동)","2021년 09월","SK에너지","셀프","1902.00","1734.00","1524.00","0.00"
"A0001213","서울 강남구","(주)중앙에너비스 수서지점","서울 강남구 광평로 202 (수서동)","2021년 10월","SK에너지","셀프","1984.13","1804.13","1594.13","0.00"
"A0001213","서울 강남구","(주)중앙에너비스 수서지점","서울 강남구 광평로 202 (수서동)","2021년 11월","SK에너지","셀프","2022.67","1815.67","1665.00","0.00"
"A0001213","서울 강남구","(주)중앙에너비스 수서지점","서울 강남구 광평로 202 (수서동)","2021년 12월","SK에너지","셀프","1898.65","1698.00","1559.29","0.00"
"A0009710","서울 강남구","SK논현주유소","서울 강남구 논현로 747 (논현동)","2021년 07월","SK에너지","일반","2262.26","2069.94","1862.10","1346.25"
"A0009710","서울 강남구","SK논현주유소","서울 강남구 논현로 747 (논현동)","2021년 08월","SK에너지","일반","2288.00","2095.00","1877.00","1330.00"
"A0009710","서울 강남구","SK논현주유소","서울 강남구 논현로 747 (논현동)","2021년 09월","SK에너지","일반","2288.00","2095.00","1877.00","1330.00"
"A0009710","서울 강남구","SK논현주유소","서울 강남구 논현로 747 (논현동)","2021년 10월","SK에너지","일반","2340.03","2171.45","1924.52","1330.00"
"A0009710","서울 강남구","SK논현주유소","서울 강남구 논현로 747 (논현동)","2021년 11월","SK에너지","일반","2376.33","2202.33","1965.57","1360.00"
"A0009710","서울 강남구","SK논현주유소","서울 강남구 논현로 747 (논현동)","2021년 12월","SK에너지","일반","2298.39","2120.81","1904.29","1380.00"
"A0010207","서울 강남구","SK서광주유소","서울 강남구 역삼로 142","2021년 07월","SK에너지","셀프","1877.58","1707.58","1507.58","0.00"
"A0010207","서울 강남구","SK서광주유소","서울 강남구 역삼로 142","2021년 08월","SK에너지","셀프","1895.00","1725.00","1525.00","0.00"
"A0010207","서울 강남구","SK서광주유소","서울 강남구 역삼로 142","2021년 09월","SK에너지","셀프","1895.00","1725.00","1525.00","0.00"
"A0010207","서울 강남구","SK서광주유소","서울 강남구 역삼로 142","2021년 10월","SK에너지","셀프","1944.03","1776.61","1576.61","0.00"
"A0010207","서울 강남구","SK서광주유소","서울 강남구 역삼로 142","2021년 11월","SK에너지","셀프","1928.00","1778.00","1609.67","0.00"
"A0010207","서울 강남구","SK서광주유소","서울 강남구 역삼로 142","2021년 12월","SK에너지","셀프","1875.00","1725.00","1575.00","0.00"
"A0010235","서울 강남구","SK에너지(주) 매봉주유소","서울 강남구 언주로 307","2021년 07월","SK에너지","셀프","1916.90","1775.77","1575.77","0.00"
"A0010235","서울 강남구","SK에너지(주) 매봉주유소","서울 강남구 언주로 307","2021년 08월","SK에너지","셀프","1911.58","1762.55","1563.84","0.00"
"A0010235","서울 강남구","SK에너지(주) 매봉주유소","서울 강남구 언주로 307","2021년 09월","SK에너지","셀프","1899.50","1753.00","1554.83","0.00"
"A0010235","서울 강남구","SK에너지(주) 매봉주유소","서울 강남구 언주로 307","2021년 10월","SK에너지","셀프","1970.29","1842.06","1642.06","0.00"
"A0010235","서울 강남구","SK에너지(주) 매봉주유소","서울 강남구 언주로 307","2021년 11월","SK에너지","셀프","1959.13","1834.13","1655.53","0.00"
"A0010235","서울 강남구","SK에너지(주) 매봉주유소","서울 강남구 언주로 307","2021년 12월","SK에너지","셀프","1861.74","1735.97","1578.16","0.00"
"A0010236","서울 강남구","SK에너지㈜ 진달래주유소","서울 강남구 도곡로 208","2021년 07월","SK에너지","일반","1885.77","1765.77","1565.77","0.00"
"A0010236","서울 강남구","SK에너지㈜ 진달래주유소","서울 강남구 도곡로 208","2021년 08월","SK에너지","일반","1844.81","1733.84","1533.84","0.00"
"A0010236","서울 강남구","SK에너지㈜ 진달래주유소","서울 강남구 도곡로 208","2021년 09월","SK에너지","일반","1845.00","1735.00","1535.00","0.00"
"A0010236","서울 강남구","SK에너지㈜ 진달래주유소","서울 강남구 도곡로 208","2021년 10월","SK에너지","일반","1934.00","1824.00","1624.00","0.00"
"A0010236","서울 강남구","SK에너지㈜ 진달래주유소","서울 강남구 도곡로 208","2021년 11월","SK에너지","일반","1934.13","1824.13","1644.33","0.00"
"A0010236","서울 강남구","SK에너지㈜ 진달래주유소","서울 강남구 도곡로 208","2021년 12월","SK에너지","일반","1851.77","1733.39","1568.35","0.00"
"A0009715","서울 강남구","㈜새서울석유 새서울주유소","서울 강남구 압구정로 154","2021년 07월","현대오일뱅크","일반","2137.39","1933.13","1714.42","0.00"
"A0009715","서울 강남구","㈜새서울석유 새서울주유소","서울 강남구 압구정로 154","2021년 08월","현대오일뱅크","일반","2141.00","1937.00","1717.00","0.00"
"A0009715","서울 강남구","㈜새서울석유 새서울주유소","서울 강남구 압구정로 154","2021년 09월","현대오일뱅크","일반","2141.00","1937.00","1717.00","0.00"
"A0009715","서울 강남구","㈜새서울석유 새서울주유소","서울 강남구 압구정로 154","2021년 10월","현대오일뱅크","일반","2192.61","1988.61","1768.61","0.00"
"A0009715","서울 강남구","㈜새서울석유 새서울주유소","서울 강남구 압구정로 154","2021년 11월","현대오일뱅크","일반","2206.00","2002.00","1794.00","0.00"
"A0009715","서울 강남구","㈜새서울석유 새서울주유소","서울 강남구 압구정로 154","2021년 12월","현대오일뱅크","일반","2127.65","1920.26","1742.61","1336.38"
"A0001171","서울 강남구","갤러리아주유소","서울 강남구 압구정로 426","2021년 07월","SK에너지","일반","2287.52","2092.55","1876.19","1340.00"
"A0001171","서울 강남구","갤러리아주유소","서울 강남구 압구정로 426","2021년 08월","SK에너지","일반","2303.39","2112.42","1893.39","1340.00"
"A0001171","서울 강남구","갤러리아주유소","서울 강남구 압구정로 426","2021년 09월","SK에너지","일반","2308.87","2119.07","1898.87","1340.00"
"A0001171","서울 강남구","갤러리아주유소","서울 강남구 압구정로 426","2021년 10월","SK에너지","일반","2348.52","2168.61","1937.29","1359.60"
"A0001171","서울 강남구","갤러리아주유소","서울 강남구 압구정로 426","2021년 11월","SK에너지","일반","2398.30","2238.80","1991.93","1413.67"
"A0001171","서울 강남구","갤러리아주유소","서울 강남구 압구정로 426","2021년 12월","SK에너지","일반","2349.45","2197.87","1970.45","1400.00"
"A0001176","서울 강남구","경원주유소","서울 강남구 도산대로 428 (청담동)","2021년 07월","S-OIL","일반","2287.77","2093.74","1874.74","0.00"
"A0001176","서울 강남구","경원주유소","서울 강남구 도산대로 428 (청담동)","2021년 08월","S-OIL","일반","2304.23","2113.26","1891.03","0.00"
"A0001176","서울 강남구","경원주유소","서울 강남구 도산대로 428 (청담동)","2021년 09월","S-OIL","일반","2307.20","2117.20","1897.07","0.00"
"A0001176","서울 강남구","경원주유소","서울 강남구 도산대로 428 (청담동)","2021년 10월","S-OIL","일반","2230.43","2066.22","1834.83","0.00"
"A0009705","서울 강남구","대교주유소","서울 강남구 강남대로 640 (신사동)","2021년 07월","SK에너지","일반","1836.61","1668.23","1473.23","0.00"
"A0009705","서울 강남구","대교주유소","서울 강남구 강남대로 640 (신사동)","2021년 08월","SK에너지","일반","1869.84","1694.03","1496.45","0.00"
"A0009705","서울 강남구","대교주유소","서울 강남구 강남대로 640 (신사동)","2021년 09월","SK에너지","일반","1881.00","1687.00","1480.67","0.00"
"A0009705","서울 강남구","대교주유소","서울 강남구 강남대로 640 (신사동)","2021년 10월","SK에너지","일반","1924.35","1757.90","1547.42","0.00"
"A0009705","서울 강남구","대교주유소","서울 강남구 강남대로 640 (신사동)","2021년 11월","SK에너지","일반","1967.00","1800.33","1612.00","0.00"
"A0009705","서울 강남구","대교주유소","서울 강남구 강남대로 640 (신사동)","2021년 12월","SK에너지","일반","1895.48","1701.77","1529.35","0.00"
"A0009712","서울 강남구","대동석유 압구정주유소","서울 강남구 언주로 842 (신사동)","2021년 07월","SK에너지","셀프","1919.26","1758.29","1559.26","0.00"
"A0009712","서울 강남구","대동석유 압구정주유소","서울 강남구 언주로 842 (신사동)","2021년 08월","SK에너지","셀프","1937.00","1777.00","1577.00","0.00"
"A0009712","서울 강남구","대동석유 압구정주유소","서울 강남구 언주로 842 (신사동)","2021년 09월","SK에너지","셀프","1937.00","1777.00","1577.00","0.00"
"A0009712","서울 강남구","대동석유 압구정주유소","서울 강남구 언주로 842 (신사동)","2021년 10월","SK에너지","셀프","1979.90","1829.58","1629.58","0.00"
"A0009712","서울 강남구","대동석유 압구정주유소","서울 강남구 언주로 842 (신사동)","2021년 11월","SK에너지","셀프","2001.00","1845.00","1681.00","0.00"
"A0009712","서울 강남구","대동석유 압구정주유소","서울 강남구 언주로 842 (신사동)","2021년 12월","SK에너지","셀프","1916.35","1763.13","1616.35","0.00"
"A0001225","서울 강남구","대성석유(주)동호주유소","서울 강남구 봉은사로113길 51","2021년 07월","GS칼텍스","일반","2093.13","1993.13","1793.13","0.00"
"A0001225","서울 강남구","대성석유(주)동호주유소","서울 강남구 봉은사로113길 51","2021년 08월","GS칼텍스","일반","2097.00","1997.00","1797.00","0.00"
"A0001225","서울 강남구","대성석유(주)동호주유소","서울 강남구 봉은사로113길 51","2021년 09월","GS칼텍스","일반","2097.00","1997.00","1797.00","0.00"
"A0001225","서울 강남구","대성석유(주)동호주유소","서울 강남구 봉은사로113길 51","2021년 10월","GS칼텍스","일반","2172.81","2076.03","1873.45","0.00"
"A0001225","서울 강남구","대성석유(주)동호주유소","서울 강남구 봉은사로113길 51","2021년 11월","GS칼텍스","일반","2191.13","2091.13","1893.60","0.00"
"A0001225","서울 강남구","대성석유(주)동호주유소","서울 강남구 봉은사로113길 51","2021년 12월","GS칼텍스","일반","2058.16","1958.16","1764.16","0.00"
"A0010177","서울 강남구","대청주유소","서울 강남구 개포로 654 (일원동)","2021년 07월","SK에너지","일반","2248.26","2048.90","1826.90","1499.00"
"A0010177","서울 강남구","대청주유소","서울 강남구 개포로 654 (일원동)","2021년 08월","SK에너지","일반","2272.13","2072.13","1855.45","0.00"
"A0010177","서울 강남구","대청주유소","서울 강남구 개포로 654 (일원동)","2021년 09월","SK에너지","일반","2268.00","2068.00","1860.70","1499.00"
"A0010177","서울 강남구","대청주유소","서울 강남구 개포로 654 (일원동)","2021년 10월","SK에너지","일반","2316.35","2118.42","1914.06","1522.19"
"A0010177","서울 강남구","대청주유소","서울 강남구 개포로 654 (일원동)","2021년 11월","SK에너지","일반","2357.33","2151.33","1964.13","1566.00"
"A0010177","서울 강남구","대청주유소","서울 강남구 개포로 654 (일원동)","2021년 12월","SK에너지","일반","2270.52","2011.81","1920.71","1599.00"
"A0010232","서울 강남구","명품주유소","서울 강남구 도곡로 249 (역삼동)","2021년 07월","S-OIL","일반","2142.52","2012.52","1842.52","0.00"
"A0010232","서울 강남구","명품주유소","서울 강남구 도곡로 249 (역삼동)","2021년 08월","S-OIL","일반","2158.00","2028.00","1858.00","0.00"
"A0010232","서울 강남구","명품주유소","서울 강남구 도곡로 249 (역삼동)","2021년 09월","S-OIL","일반","2158.00","2028.00","1858.00","0.00"
"A0010232","서울 강남구","명품주유소","서울 강남구 도곡로 249 (역삼동)","2021년 10월","S-OIL","일반","2213.16","2083.16","1913.16","0.00"
"A0010232","서울 강남구","명품주유소","서울 강남구 도곡로 249 (역삼동)","2021년 11월","S-OIL","일반","2196.27","2063.27","1925.07","0.00"
"A0010232","서울 강남구","명품주유소","서울 강남구 도곡로 249 (역삼동)","2021년 12월","S-OIL","일반","2134.00","1999.00","1882.00","0.00"
"A0009828","서울 강남구","방죽주유소","서울 강남구 밤고개로 215 (율현동)","2021년 07월","GS칼텍스","셀프","0.00","1668.61","1470.61","0.00"
"A0009828","서울 강남구","방죽주유소","서울 강남구 밤고개로 215 (율현동)","2021년 08월","GS칼텍스","셀프","0.00","1687.00","1489.00","0.00"
"A0009828","서울 강남구","방죽주유소","서울 강남구 밤고개로 215 (율현동)","2021년 09월","GS칼텍스","셀프","0.00","1689.33","1491.33","0.00"
"A0009828","서울 강남구","방죽주유소","서울 강남구 밤고개로 215 (율현동)","2021년 10월","GS칼텍스","셀프","0.00","1749.58","1551.58","0.00"
"A0009828","서울 강남구","방죽주유소","서울 강남구 밤고개로 215 (율현동)","2021년 11월","GS칼텍스","셀프","0.00","1773.33","1598.00","0.00"
"A0009828","서울 강남구","방죽주유소","서울 강남구 밤고개로 215 (율현동)","2021년 12월","GS칼텍스","셀프","0.00","1678.29","1513.19","0.00"
"A0001214","서울 강남구","삼성동주유소","서울 강남구 테헤란로 619 (삼성동)","2021년 07월","현대오일뱅크","일반","1912.06","1818.06","1618.06","0.00"
"A0001214","서울 강남구","삼성동주유소","서울 강남구 테헤란로 619 (삼성동)","2021년 08월","현대오일뱅크","일반","1923.68","1829.68","1629.68","0.00"
"A0001214","서울 강남구","삼성동주유소","서울 강남구 테헤란로 619 (삼성동)","2021년 09월","현대오일뱅크","일반","1928.67","1834.67","1634.67","0.00"
"A0001214","서울 강남구","삼성동주유소","서울 강남구 테헤란로 619 (삼성동)","2021년 10월","현대오일뱅크","일반","2009.03","1927.29","1733.23","0.00"
"A0001214","서울 강남구","삼성동주유소","서울 강남구 테헤란로 619 (삼성동)","2021년 11월","현대오일뱅크","일반","1992.93","1912.80","1745.87","0.00"
"A0001214","서울 강남구","삼성동주유소","서울 강남구 테헤란로 619 (삼성동)","2021년 12월","현대오일뱅크","일반","1934.00","1842.39","1682.39","0.00"
"A0001224","서울 강남구","에스제이에너지산업(주) 개포주유소","서울 강남구 양재대로 339","2021년 07월","GS칼텍스","일반","2091.77","1796.39","1596.39","1310.00"
"A0001224","서울 강남구","에스제이에너지산업(주) 개포주유소","서울 강남구 양재대로 339","2021년 08월","GS칼텍스","일반","2095.00","1798.00","1598.00","1310.00"
"A0001224","서울 강남구","에스제이에너지산업(주) 개포주유소","서울 강남구 양재대로 339","2021년 09월","GS칼텍스","일반","2098.00","1801.00","1625.00","1310.00"
"A0001224","서울 강남구","에스제이에너지산업(주) 개포주유소","서울 강남구 양재대로 339","2021년 10월","GS칼텍스","일반","2178.23","1887.68","1702.19","1310.00"
"A0001224","서울 강남구","에스제이에너지산업(주) 개포주유소","서울 강남구 양재대로 339","2021년 11월","GS칼텍스","일반","2178.00","1882.33","1710.33","1404.00"
"A0001224","서울 강남구","에스제이에너지산업(주) 개포주유소","서울 강남구 양재대로 339","2021년 12월","GS칼텍스","일반","2016.29","1709.29","1575.74","1406.77"
"A0010269","서울 강남구","에쓰-오일㈜직영 개나리주유소","서울 강남구 언주로 423 (역삼동)","2021년 07월","S-OIL","일반","1910.52","1763.52","1560.23","0.00"
"A0010269","서울 강남구","에쓰-오일㈜직영 개나리주유소","서울 강남구 언주로 423 (역삼동)","2021년 08월","S-OIL","일반","1909.65","1759.65","1559.65","0.00"
"A0010269","서울 강남구","에쓰-오일㈜직영 개나리주유소","서울 강남구 언주로 423 (역삼동)","2021년 09월","S-OIL","일반","1899.33","1749.33","1549.33","0.00"
"A0010269","서울 강남구","에쓰-오일㈜직영 개나리주유소","서울 강남구 언주로 423 (역삼동)","2021년 10월","S-OIL","일반","1963.03","1813.03","1613.03","0.00"
"A0010269","서울 강남구","에쓰-오일㈜직영 개나리주유소","서울 강남구 언주로 423 (역삼동)","2021년 11월","S-OIL","일반","1972.13","1822.13","1644.87","0.00"
"A0010269","서울 강남구","에쓰-오일㈜직영 개나리주유소","서울 강남구 언주로 423 (역삼동)","2021년 12월","S-OIL","일반","1861.13","1711.13","1553.19","0.00"
"A0009835","서울 강남구","오일프러스 셀프","서울 강남구 남부순환로 2651 (도곡동)","2021년 07월","SK에너지","셀프","1804.87","1636.68","1427.68","0.00"
"A0009835","서울 강남구","오일프러스 셀프","서울 강남구 남부순환로 2651 (도곡동)","2021년 08월","SK에너지","셀프","1820.68","1652.68","1443.68","0.00"
"A0009835","서울 강남구","오일프러스 셀프","서울 강남구 남부순환로 2651 (도곡동)","2021년 09월","SK에너지","셀프","1825.23","1656.93","1448.67","0.00"
"A0009835","서울 강남구","오일프러스 셀프","서울 강남구 남부순환로 2651 (도곡동)","2021년 10월","SK에너지","셀프","1886.71","1726.65","1525.65","0.00"
"A0009835","서울 강남구","오일프러스 셀프","서울 강남구 남부순환로 2651 (도곡동)","2021년 11월","SK에너지","셀프","1885.80","1729.53","1547.47","0.00"
"A0009835","서울 강남구","오일프러스 셀프","서울 강남구 남부순환로 2651 (도곡동)","2021년 12월","SK에너지","셀프","1822.87","1661.74","1494.84","0.00"
"A0009837","서울 강남구","일원주유소","서울 강남구 양재대로55길 3 (일원동)","2021년 07월","S-OIL","셀프","0.00","1750.42","1528.81","1200.00"
"A0009837","서울 강남구","일원주유소","서울 강남구 양재대로55길 3 (일원동)","2021년 08월","S-OIL","셀프","0.00","1756.42","1531.74","1200.00"
"A0009837","서울 강남구","일원주유소","서울 강남구 양재대로55길 3 (일원동)","2021년 09월","S-OIL","셀프","0.00","1755.80","1533.13","1200.00"
"A0009837","서울 강남구","일원주유소","서울 강남구 양재대로55길 3 (일원동)","2021년 10월","S-OIL","셀프","0.00","1835.58","1627.19","1200.00"
"A0009837","서울 강남구","일원주유소","서울 강남구 양재대로55길 3 (일원동)","2021년 11월","S-OIL","셀프","0.00","1840.13","1663.50","1200.00"
"A0009837","서울 강남구","일원주유소","서울 강남구 양재대로55길 3 (일원동)","2021년 12월","S-OIL","셀프","0.00","1721.84","1566.97","1207.74"
"A0009829","서울 강남구","자곡셀프주유소","서울 강남구 밤고개로 120 (자곡동)","2021년 07월","SK에너지","셀프","0.00","1690.90","1485.42","0.00"
"A0009829","서울 강남구","자곡셀프주유소","서울 강남구 밤고개로 120 (자곡동)","2021년 08월","SK에너지","셀프","0.00","1709.00","1503.00","0.00"
"A0009829","서울 강남구","자곡셀프주유소","서울 강남구 밤고개로 120 (자곡동)","2021년 09월","SK에너지","셀프","0.00","1709.00","1503.00","0.00"
"A0009829","서울 강남구","자곡셀프주유소","서울 강남구 밤고개로 120 (자곡동)","2021년 10월","SK에너지","셀프","0.00","1771.00","1560.48","0.00"
"A0009829","서울 강남구","자곡셀프주유소","서울 강남구 밤고개로 120 (자곡동)","2021년 11월","SK에너지","셀프","0.00","1803.00","1634.13","0.00"
"A0009829","서울 강남구","자곡셀프주유소","서울 강남구 밤고개로 120 (자곡동)","2021년 12월","SK에너지","셀프","0.00","1690.84","1547.00","0.00"
"A0009707","서울 강남구","제이제이주유소","서울 강남구 언주로 716","2021년 07월","SK에너지","일반","2495.00","2244.35","1995.00","0.00"
"A0009707","서울 강남구","제이제이주유소","서울 강남구 언주로 716","2021년 08월","SK에너지","일반","2486.94","2273.39","1993.39","0.00"
"A0009707","서울 강남구","제이제이주유소","서울 강남구 언주로 716","2021년 09월","SK에너지","일반","2495.00","2275.00","1993.33","0.00"
"A0009707","서울 강남구","제이제이주유소","서울 강남구 언주로 716","2021년 10월","SK에너지","일반","2531.13","2321.45","2031.13","0.00"
"A0009707","서울 강남구","제이제이주유소","서울 강남구 언주로 716","2021년 11월","SK에너지","일반","2541.67","2341.67","2041.67","1542.86"
"A0009707","서울 강남구","제이제이주유소","서울 강남구 언주로 716","2021년 12월","SK에너지","일반","2495.00","2295.00","1995.00","1650.00"
"A0001202","서울 강남구","지에스칼텍스(주)학여울주유소","서울 강남구 남부순환로 3170 (일원2동)","2021년 07월","GS칼텍스","일반","2294.65","2094.65","1872.23","0.00"
"A0001202","서울 강남구","지에스칼텍스(주)학여울주유소","서울 강남구 남부순환로 3170 (일원2동)","2021년 08월","GS칼텍스","일반","2296.00","2096.00","1889.00","0.00"
"A0001202","서울 강남구","지에스칼텍스(주)학여울주유소","서울 강남구 남부순환로 3170 (일원2동)","2021년 09월","GS칼텍스","일반","2299.00","2099.00","1899.00","0.00"
"A0001202","서울 강남구","지에스칼텍스(주)학여울주유소","서울 강남구 남부순환로 3170 (일원2동)","2021년 10월","GS칼텍스","일반","2323.77","2123.77","1921.05","0.00"
"A0001202","서울 강남구","지에스칼텍스(주)학여울주유소","서울 강남구 남부순환로 3170 (일원2동)","2021년 11월","GS칼텍스","일반","2278.17","2072.17","1897.57","0.00"
"A0001202","서울 강남구","지에스칼텍스(주)학여울주유소","서울 강남구 남부순환로 3170 (일원2동)","2021년 12월","GS칼텍스","일반","2210.94","1966.74","1809.74","0.00"
"A0001199","서울 강남구","지에스칼텍스㈜ 삼성로주유소","서울 강남구 삼성로 563 (삼성동)","2021년 07월","GS칼텍스","셀프","1926.74","1801.74","1590.45","0.00"
"A0001199","서울 강남구","지에스칼텍스㈜ 삼성로주유소","서울 강남구 삼성로 563 (삼성동)","2021년 08월","GS칼텍스","셀프","1955.13","1830.13","1619.65","0.00"
"A0001199","서울 강남구","지에스칼텍스㈜ 삼성로주유소","서울 강남구 삼성로 563 (삼성동)","2021년 09월","GS칼텍스","셀프","1970.67","1845.67","1635.67","0.00"
"A0001199","서울 강남구","지에스칼텍스㈜ 삼성로주유소","서울 강남구 삼성로 563 (삼성동)","2021년 10월","GS칼텍스","셀프","2072.13","1946.74","1734.65","0.00"
"A0001199","서울 강남구","지에스칼텍스㈜ 삼성로주유소","서울 강남구 삼성로 563 (삼성동)","2021년 11월","GS칼텍스","셀프","2071.17","1942.17","1764.90","0.00"
"A0001199","서울 강남구","지에스칼텍스㈜ 삼성로주유소","서울 강남구 삼성로 563 (삼성동)","2021년 12월","GS칼텍스","셀프","1998.10","1869.10","1712.10","0.00"
"A0001185","서울 강남구","지에스칼텍스㈜ 은마주유소","서울 강남구 영동대로 235","2021년 07월","GS칼텍스","일반","1922.10","1787.10","1591.06","0.00"
"A0001185","서울 강남구","지에스칼텍스㈜ 은마주유소","서울 강남구 영동대로 235","2021년 08월","GS칼텍스","일반","1943.71","1808.71","1611.71","0.00"
"A0001185","서울 강남구","지에스칼텍스㈜ 은마주유소","서울 강남구 영동대로 235","2021년 09월","GS칼텍스","일반","1946.00","1811.00","1614.00","0.00"
"A0001185","서울 강남구","지에스칼텍스㈜ 은마주유소","서울 강남구 영동대로 235","2021년 10월","GS칼텍스","일반","2028.39","1893.39","1694.29","0.00"
"A0001185","서울 강남구","지에스칼텍스㈜ 은마주유소","서울 강남구 영동대로 235","2021년 11월","GS칼텍스","일반","2018.17","1883.17","1718.90","0.00"
