,title,url
0,“애플 자율주행 전기차 2024년 출시”… 핵심 전략은 배터리,http://news.kmib.co.kr/article/view.asp?arcid=0924170704&code=11151400&cp=nv
1,"신규 임원 30%, 신기술·R&D서 배출…UAM사업 총괄 맡은 신재원 사장 승진",https://www.hankyung.com/economy/article/2020121520501
2,현대차 “2025년까지 23종 전기차 출시”,https://www.chosun.com/economy/auto/2020/12/03/IZO4OYW63NCELCLPUV3PTF4ATI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
3,IT 전영역 자원·기술 총동원… 미래 신기술 확보 수반돼야,http://www.dt.co.kr/contents.html?article_no=2020121702100451650003&ref=naver
4,정의선-최태원 '전기차 배터리 회동'… 신기술 협력 논의,http://www.fnnews.com/news/202007071730515876
5,제로백 3초…슈퍼카를 삼킨 전기차,http://www.hani.co.kr/arti/economy/economy_general/963808.html
6,"기아차, 2027년까지 전기차 7종 출시",http://www.fnnews.com/news/202009161736224317
7,송호성 사장 “전기차 7종 출시…2029년 비중 25%로”,http://news.heraldcorp.com/view.php?ud=20200916000440
8,"기아차, 2027년까지 전기차 7종 출시...'10년 내 EV 판매비중 25%로 늘린다'",http://www.etnews.com/20200916000018
9,전기차 배터리 한·중·일 각축전… 기술·생산력으로 격차 벌린다,http://www.fnnews.com/news/202008171753206483
10,"“코로나 이후 車시장, 전기차 보급 ‘과속’은 위험”",http://www.munhwa.com/news/view.html?no=2020051901072339176001
11,"소띠해 추천 펀드, 15개중 10개가 친환경·미래기술",https://www.chosun.com/economy/2020/12/30/EPCQD2JD35CFXN5QIBA2YSZG2Y/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
12,신기술 대신 반값만 외친 ‘테슬라 배터리’… 국내업계에는 기회 [전기차 대...,http://www.fnnews.com/news/202009231750050360
13,韓전기차 주행거리 벤츠 앞서지만…충전인프라는 中 30분의1,http://news.mk.co.kr/newsRead.php?no=1172855&year=2020
14,내 차에 광고판 붙여 수익 낼 수 있다,https://www.hankyung.com/economy/article/2020122266891
15,외국인·개미 번갈아 구원투수…코스피 랠리 이어간다,http://news.mk.co.kr/newsRead.php?no=1257763&year=2020
16,"바이든, 차세대 원전·전기차에 '올인'",https://www.sedaily.com/NewsView/1ZACBK8HR3
17,"기아車, 11년만에 임금동결 잠정합의…""위기극복 공감대 형성""",http://www.fnnews.com/news/202012221819213839
18,"현대기아차 新車, 연초부터 가속페달",https://view.asiae.co.kr/article/2020122811392345551
19,[테크비즈코리아 2020] 올해의 신기술 121개 한눈에…'新성장동력' 클릭하세요,http://www.etnews.com/20201103000029
20,"<세계 1위를 향하여>팬데믹 예견한 듯… 99.9% 항균 신기술, 주방·家電에 입...",http://www.munhwa.com/news/view.html?no=2020102901034703006002
21,"한온시스템, 전기차 배터리로 움직이는 수가열히터 인기몰이",https://www.hankyung.com/economy/article/2020110444851
