,title,url
0,"자동차부품업계 ""전기차·자율차에 10조 투자""",http://www.dt.co.kr/contents.html?article_no=2017122002100351051001&ref=naver
1,‘멀~리가는’전기차 시대… 1회 충전에 최장주행 어떤모델 있나,http://www.dt.co.kr/contents.html?article_no=2017121402101432048001&ref=naver
2,"현대모비스, 내년 CES에서 미래차 신기술 선보인다",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201712072101015&code=920501
3,“AI비서-양방향 전기충전… 미래車 신기술 2018년 1월 공개”,http://news.donga.com/3/all/20171207/87636172/1
4,"“한국기업, 신기술보다 비즈니스모델 혁신하라”",http://news.donga.com/3/all/20171206/87617983/1
5,2018 화두는 ‘자율’과 ‘환경’,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201712312116005&code=920508
6,코스피 신화 다시쓰는 전기차 배터리 빅3,http://news.mk.co.kr/newsRead.php?year=2017&no=629564
7,"전기차 구매 보조금, 내년부터 차등 지급한다",http://www.etnews.com/20170731000474
8,[광화문에서/최영철]전기차로 미세먼지 잡는다고?,http://news.donga.com/3/all/20170412/83812687/1
9,"[책마을] 전기차도 100년 전 기술…""꺼진 생각도 다시 보자""",http://www.hankyung.com/news/app/newsview.php?aid=2017022329201
10,"코스모그룹, 황산코발트 생산...2년만에 재개한 이유는",http://www.etnews.com/20171228000125
11,"질 노르망 르노그룹 부회장 ""친환경 전기차 시대 도래할 것""",http://www.etnews.com/20171123000158
12,"[글로벌 전기차 전쟁]다이슨 ""전기차 만들겠다""…美·中 스타트업도 도전장",http://www.edaily.co.kr/news/newspath.asp?newsid=01184086616123096
13,한전 '에너지박람회' 개막.. 4차산업혁명 신기술 한눈에,http://www.fnnews.com/news/201711011722250355
14,AI·IoT·로봇…미래 전력에너지계 이끌 신기술 ‘한눈에’,http://news.heraldcorp.com/view.php?ud=20171025000456
15,"[사설] 전기차 배터리, 이대로 가면 성장 멈춘다",http://www.dt.co.kr/contents.html?article_no=2017102302102357027001&ref=naver
16,[中 자동차 굴기]①車 수입국 아닌 수출국 꿈꾼다,http://www.edaily.co.kr/news/newspath.asp?newsid=01813846616157208
17,"""민간기업 신기술 공유로 4차산업 지식재산 패러다임 바꿔야""",http://www.fnnews.com/news/201710091730500362
18,"[혁신성장 기업]현대, 전기차-수소차 등 ‘친환경車라인업’ 대폭 강화",http://news.donga.com/3/all/20171028/86996351/1
19,'진공청소기 황제' 다이슨 전기차 도전장,http://www.sedaily.com/NewsView/1OL6VZLK6J
20,신산업·신기술 우선허용…IT·제약바이오株 ‘J노믹스’ 훈풍,http://news.heraldcorp.com/view.php?ud=20170914000531
21,"국내 3사 전기차 배터리, 중국과 기술격차 더 벌린다",http://www.etnews.com/20170920000321
22,[MT 시평]전기차 시대 전략적 준비,http://www.mt.co.kr/view/mtview.php?type=1&no=2017102414131643471&outlink=1
23,신산업·신기술 규제방식 근본적 전환…'사전허용-사후규제'로,http://www.mt.co.kr/view/mtview.php?type=1&no=2017090710374701223&outlink=1
24,[2017 프랑크푸르트모터쇼]車의 미래…콘셉트카도 '친환경·고성능' 신기술 초...,http://www.etnews.com/20170913000211
25,"""新소재로 부활하는 섬유산업…의료·전기차·항공 두루 활용""",http://news.mk.co.kr/newsRead.php?year=2017&no=685908
26,차 안 사는 젊은이들 … 자동차 업체 ‘마이 카 시대’ 종말에 대비,http://news.joins.com/article/olink/21781896
27,전기차 vs SUV…누구의 獨무대 될까,http://news.heraldcorp.com/view.php?ud=20170905000411
28,업무혁신·新기술·충원… 새 엔진으로 ‘감동’을 배달한다,http://www.munhwa.com/news/view.html?no=2017122801032003009001
29,전기차-신차 테스트베드로 떠오른 제주,http://news.donga.com/3/all/20170809/85760850/1
30,"도요타, 전기차 기술 공동개발 위해 마쓰다와 손 잡았다",http://www.sedaily.com/NewsView/1OJMDGGVY6
31,"[인터뷰] 김종량 SK케미칼 화학연구소장 ""전기차 부품·소재 등 ‘퍼스트 무버...",http://www.fnnews.com/news/201708171719443154
32,"문재인 정부, 임기내 전기차 35만대 보급한다",http://www.dt.co.kr/contents.html?article_no=2017072002100151101001&ref=naver
33,[정갑영 칼럼] 신기술 도입 막는 '앙시앵 레짐' 타파해야,http://news.hankyung.com/article/2017070957081
34,산업·기업·지역 ‘기울어진 운동장’ 바로잡는다,http://news.kmib.co.kr/article/view.asp?arcid=0923868936&code=11151400&cp=nv
35,"한전, 세계 최초 블록체인 전기차 충전소 만든다",http://www.etnews.com/20170629000305
36,[이슈분석]'고성능·친환경·저소음' 타이어 신기술 리더 “나야 나”,http://www.etnews.com/20170714000150
37,'실적 가뭄' 신기술로 해갈…매출 2조 향해 달리는 일진 '쌍두마차',http://news.hankyung.com/article/2017062899721
38,"익성, 전기차용 전자파 차단 섬유 개발...""전기차 시장 잡는다""",http://www.etnews.com/20170626000174
